id_transferencia,cantidad,motivo,cuenta_receptora,banco_receptor,fecha_movimiento,id_cuenta
9402563777,8919.46,Abono,00005864986266654530,SCOTIABANK,2023-07-01,861
10186987643,3376.47,Deposito,000010207943725338956,FONDEADORA,2023-01-04,163
2912425922,3212.63,Abono,00003211305459164883,Nafin,2025-01-01,1066
10422401035,3154.04,Gasto Medico,000010375744523941620,MIFEL,2022-04-04,631
7425064029,4043.85,Deposito,00001902602390067815,KLAR,2022-02-01,932
3917848395,3102.96,Gasto Escolar,00001985406445151995,HSBC,2025-01-05,893
9555262034,3071.96,Gasto Medico,00005827113218918145,ACTINVER,2022-08-04,311
6576512338,2036.41,Pago,00001875767743374727,BANREGIO,2023-03-05,160
6213203232,9205.67,Gasto Medico,00007275000454480850,COMPARTAMOS,2022-09-05,1082
9404088101,3673.64,Abono,00006089741271724919,CONSUBANCO,2023-01-06,983
7032528614,1584.89,Gasto Medico,00002102205998562655,NAFIN,2022-05-06,462
2258072688,7307.35,Pago,00009108721451695288,BBASE,2024-09-06,234
7628021405,3615.89,Abono,00003057557153854834,MERCADO PAGO W,2022-07-05,718
2378468140,4796.04,Gasto Medico,00002456218545210774,INVEX,2024-11-03,1009
9224011124,3394.14,Prestamo,000010731550653851996,TRANSFER,2023-06-05,1033
7594263431,518.19,Gasto,00005966403046760590,BANREGIO,2022-10-03,607
1699237323,9818.09,Gasto Medico,00004078868506554506,MONEXCB,2024-01-01,308
7451341701,6851.84,Gasto Medico,00006090667813344008,TRANSFER,2022-10-02,821
1109084601,3384.72,Pago,00003695830584622378,Bancoppel,2023-06-02,1146
10980894249,102.04,Gasto Medico,00002764829122094555,BAJIO,2023-01-01,957
7413227557,5285.32,Gasto Medico,00008294527757426626,Mifel,2024-03-01,986
5129417029,5516,Gasto Escolar,00001684014207335051,KLAR,2024-05-01,1107
3378356807,7111.92,Pago,00005287382200360137,Afirme,2023-05-06,986
2305344858,8210.84,Donacion,00006394173957960367,BBVA MEXICO,2024-10-05,582
4196610508,1407.17,Gasto Escolar,00008733230053692653,BANCOPPEL,2024-10-01,246
3879095853,1729.6,Pago,000010656012588312028,Santander,2022-06-06,627
1164514980,4847.65,Gasto,00007891236873117621,AFIRME,2024-08-02,627
4331552232,1351.7,Abono,00007833355510216648,DONDE,2023-03-05,861
3428139533,780.75,Pago,00007604135153399373,BBASE,2023-06-03,81
3348788876,1093.43,Donacion,00004038492811064721,CONSUBANCO,2023-04-02,938
7440956432,7246.02,Gasto Medico,00008564977146002363,SPIN BY OXXO,2022-07-05,462
6227378051,2283.59,Deposito,00007834910025539323,ASP INTEGRA OPC,2024-02-01,492
7077898901,4403.5,Gasto Escolar,00008788644200844142,BANAMEX,2022-03-02,730
4749825304,6633.84,Pago,00005234887125093374,Afirme,2024-10-06,855
9930629138,2611.15,Gasto,00008165456732774172,FONDEADORA,2022-08-01,1033
5425602891,5206.86,Gasto,00009570789091242848,BANREGIO,2022-02-04,430
9802567818,6408.02,Gasto Escolar,00001859890160650742,Nafin,2022-06-01,249
10867662583,1913.98,Gasto Medico,00009013274872857056,CONSUBANCO,2024-03-01,234
10720893896,6540.58,Deposito,00007346701930897103,CONSUBANCO,2024-09-02,148
8033183306,5155.1,Gasto Escolar,000011044928325685148,LIBERTAD,2024-10-01,8
7889273201,4856.23,Donacion,00009913596139247866,TRANSFER,2023-05-01,928
7145809182,282.35,Gasto Escolar,00007639336219479346,AUTOFIN,2022-03-05,610
3179059162,3858.48,Gasto Escolar,00007840405588829362,NAFIN,2024-04-03,950
2407820879,8863.44,Donacion,00007691792485839139,002,2022-08-01,899
2391203377,1803.66,Prestamo,00006409250290613461,ALTERNATIVOS,2023-04-01,378
2972792510,90.01,Gasto Medico,00008891481772793532,SANTANDER,2025-01-06,721
6835841573,5886.66,Abono,00003071296334361556,SANTANDER,2024-10-01,957
9353285316,5505.88,Deposito,00002259151997659562,002,2023-06-04,550
7211421484,1645.6,Gasto,00009108838348972290,BANAMEX,2023-06-04,907
8898899045,6068.41,Prestamo,00009956987762829110,COMPARTAMOS,2024-04-01,709
5054223358,9646.49,Abono,00008474627447470379,ACTINVER,2024-11-03,376
5266564737,8229.48,Gasto Escolar,00009930793504236808,DONDE,2022-08-02,1155
7907968421,815.5,Deposito,00001240911606259479,NAFIN,2024-03-01,1049
3670883405,2910.36,Gasto Medico,00007435790758376357,TRANSFER,2022-05-02,290
8034159604,5633.81,Gasto Medico,00007936705964986117,Afirme,2024-07-02,760
1444993871,2350.22,Gasto,00009671245845241632,CAJA POP MEXICA,2022-11-04,926
8329694047,7854.94,Gasto Escolar,00004382724268471378,CAJA POP MEXICA,2023-02-01,148
9402315262,4794.99,Deposito,000010337240748995864,ALTERNATIVOS,2023-02-02,960
1123450728,6586.33,Gasto,00008374881089907857,002,2022-03-01,742
9042280072,2660.64,Gasto Escolar,00009612411670062368,COMPARTAMOS,2022-01-06,389
9183941247,7488.85,Pago,00006163005141171531,CAJA POP MEXICA,2023-07-04,986
3101467355,1503.1,Deposito,00001206982788823258,ARCUS,2022-05-01,616
6207099270,1135.67,Donacion,000010009646425955718,CONSUBANCO,2024-11-01,887
5348263073,6470.36,Pago,00004836766786194359,ACTINVER,2025-01-02,663
1371338247,2464.97,Donacion,00003837467869994135,BBASE,2022-11-02,960
9732202283,968.75,Prestamo,00008033152355052353,LIBERTAD,2024-01-06,829
7914666628,8976.95,Gasto Medico,00003742939813539529,GBM,2024-05-06,813
4152583071,4421.21,Gasto Medico,00005705614892861578,SCOTIABANK,2022-10-06,619
6026946715,3047.74,Abono,00009678709244860958,ABC CAPITAL,2023-06-01,591
9644558797,9581.06,Gasto Medico,00009950318006024334,TRANSFER,2023-07-06,721
10074032843,7470.4,Gasto Medico,00002631970619201000,FONDEADORA,2023-05-01,721
7036266402,9844.46,Deposito,00008908393508825449,BBASE,2025-01-03,1073
2493822761,2563.51,Pago,00006762449769196696,LIBERTAD,2024-03-04,636
1741898573,1240.34,Abono,000010225551848044040,Invex,2022-05-04,389
5020361666,4462.78,Donacion,00008816760125844857,COMPARTAMOS,2022-09-01,376
9378300105,8981.32,Gasto Medico,00001563816117001554,Mifel,2023-09-02,760
4959656632,8361.92,Gasto,00006526407324609493,ALTERNATIVOS,2024-07-05,807
5698894644,6458.33,Abono,00008715386362955934,AZTECA,2023-05-06,1107
7483858018,3543.98,Abono,00001487518410423484,BBVA MEXICO,2022-07-01,498
3155545346,5333.95,Prestamo,00006594455279672854,ACTINVER,2022-09-01,957
6671264576,8152.07,Donacion,000010880684803222952,HSBC,2023-10-01,563
4417691315,9869.74,Abono,00009899559985930996,INBURSA,2024-10-06,472
7641301232,6097.81,Abono,00007045346694390484,CONSUBANCO,2022-09-01,246
5593148752,1334.29,Prestamo,00008082216054167967,TRANSFER,2023-08-06,1087
4237720268,4483.85,Prestamo,00009654590520914048,HSBC,2023-06-05,472
8617806431,2074.42,Donacion,000010126100505905028,MONEXCB,2022-06-03,634
6869546749,8766.89,Gasto,00005251416423547525,INBURSA,2024-08-01,1143
2982927612,3843.27,Pago,00005768865525347710,CONSUBANCO,2023-02-02,933
5284962465,7514.86,Deposito,00002411168342018432,ALTERNATIVOS,2022-02-01,524
2053193737,7492.09,Prestamo,00003975812064154759,LIBERTAD,2024-05-05,978
5812815517,1205.84,Prestamo,00002039488491026112,AFIRME,2023-05-01,663
4646657818,240.69,Prestamo,000010127480600740860,AZTECA,2022-01-04,1042
1138052918,8286.33,Gasto,00002933661187710487,002,2024-05-01,884
9475940855,5242.02,Abono,00007308346439631376,Nafin,2023-04-03,235
2920130086,5673.53,Donacion,00009293429752470294,SCOTIABANK,2023-04-02,498
2821134248,3515.82,Prestamo,00005159897962741088,ABC CAPITAL,2024-08-06,1031
9113918121,1791.9,Gasto Escolar,00008586995934819525,BANCOPPEL,2023-04-04,1025
1751042148,8697.7,Prestamo,00006256025821786150,SCOTIABANK,2023-06-04,1025
1818353691,7052.09,Gasto Escolar,00007805941394931554,BABIEN,2022-09-01,893
5014223512,7457.63,Pago,00009231781297580704,Mifel,2023-04-06,381
8168734304,7583.2,Pago,00008790697241409797,ASP INTEGRA OPC,2022-10-04,331
10530989632,4007.43,Gasto Escolar,00004851594608820876,ASP INTEGRA OPC,2023-11-05,21
3850493551,6119.02,Gasto Escolar,00008336089526960355,BBVA MEXICO,2023-01-01,926
9377849954,5457.6,Donacion,000010751614685109904,FONDEADORA,2023-07-02,933
10243313430,3351.55,Pago,00004716937286532342,SANTANDER,2023-01-01,206
3080924692,325.02,Prestamo,00004324541475661924,CAJA POP MEXICA,2022-11-03,229
7379092108,9304.37,Deposito,00006800608302181998,COMPARTAMOS,2024-03-05,612
3680430375,6720.32,Prestamo,00003876267022748860,AZTECA,2022-06-03,233
9161516463,1641.02,Gasto Medico,00008962950358759817,ASP INTEGRA OPC,2024-01-06,324
5681131491,6969.14,Prestamo,00007567619067121054,ACTINVER,2022-01-02,324
5507885743,9678.3,Prestamo,00009761858180885882,BABIEN,2023-04-02,1049
4048926551,9046.09,Abono,00002131946870315803,MONEXCB,2023-02-03,372
5051937432,9719.37,Donacion,00003443757301422129,BABIEN,2022-01-04,359
7818285547,6928.19,Donacion,00002761225586653396,ASP INTEGRA OPC,2024-10-05,965
3305319301,3521.01,Gasto Escolar,00004601247230082354,Santander,2022-01-01,1025
3219189823,503.17,Deposito,00003789717432669288,CAJA POP MEXICA,2022-08-05,664
8255704478,6317.63,Prestamo,00009808050379772080,NU MEXICO,2024-10-05,379
10466634498,8466.9,Pago,00001718788869692624,ARCUS,2024-03-01,1107
1537144729,5271.15,Abono,00004760081821921841,LIBERTAD,2024-01-01,232
10381046083,683.44,Deposito,00006083786854550738,BABIEN,2023-06-06,234
7162174513,7361.58,Gasto,00005282459475319986,MIFEL,2022-10-06,8
9172481600,1685.23,Donacion,00006615640106403648,TRANSFER,2024-06-06,709
3593455626,9191.98,Prestamo,00007420242766459816,KLAR,2023-08-05,1033
9092202166,1315.79,Pago,00006767783917150591,CAJA POP MEXICA,2022-09-04,262
5968214011,5742.13,Gasto,00002042672887915372,CAJA POP MEXICA,2022-03-01,389
8443423887,2283.06,Gasto Escolar,00007726351303148504,TRANSFER,2022-06-03,524
8797683165,1525.51,Abono,00004149688348902360,TRANSFER,2024-07-04,233
9440944247,5235.88,Pago,00001533886464846351,MERCADO PAGO W,2024-01-05,1032
8005186233,2727.94,Gasto Medico,00007053863522321832,ARCUS,2023-10-03,1025
7498978320,3404.78,Gasto,00001284815143945496,Nafin,2022-03-05,990
1177889867,5251.88,Deposito,00004019114474133482,Afirme,2024-07-02,693
4553222881,3056.37,Deposito,000011010211335093296,CONSUBANCO,2023-04-01,311
9861855395,1926.95,Donacion,00006112141115199565,BBASE,2022-01-06,663
10906025537,1352.42,Gasto,00004732119991466021,SCOTIABANK,2025-01-02,1033
8845950929,1776.34,Donacion,00003737663769421135,ACTINVER,2022-08-03,128
9020146004,7352.02,Deposito,00004089120668937810,BANJERCITO,2023-10-03,610
6496665112,4588.4,Abono,00001275309669166159,Afirme,2022-05-06,1032
10992803292,5801.51,Gasto Medico,00001803840589746671,BAJIO,2022-01-01,174
3610426207,7337.29,Deposito,00001574912858886178,ABC CAPITAL,2023-02-03,8
7266169496,8540.11,Donacion,00006589283546391173,GBM,2023-01-01,1069
6826565743,7231.16,Abono,00003025303759404762,LIBERTAD,2023-06-05,616
4910787212,6943.94,Gasto Escolar,00001864643420251920,NU MEXICO,2022-09-05,637
5581453506,3235.82,Pago,00004501647131404895,Afirme,2024-01-01,693
3421902845,8904.17,Donacion,00006450533433169964,ACTINVER,2022-07-02,621
5968982237,8864.37,Gasto Escolar,00009880271533330062,002,2023-11-01,256
3874677508,8570.37,Gasto Escolar,00002883831723608094,BAJIO,2024-11-01,162
8675004036,7044.1,Pago,00003005421485136534,SANTANDER,2023-06-05,1102
4881943256,9851.03,Gasto Escolar,00005506758494005738,Afirme,2023-01-02,1032
4836903055,4817.9,Prestamo,00006325442320169003,002,2023-07-03,1046
2957403337,1538.41,Pago,00003737982876561553,LIBERTAD,2023-01-04,995
6463572631,3357.87,Deposito,00008791293193458289,TRANSFER,2022-04-02,519
9463060420,278.71,Pago,00003359053865588618,SANTANDER,2024-03-06,329
5878609096,1636.73,Abono,00001794739355339060,ARCUS,2024-01-05,767
9385997709,5876.87,Gasto Escolar,00007486671910753745,TRANSFER,2023-05-02,1071
5871558784,4786.44,Pago,00004538212990410450,STP,2023-03-06,1033
5863123939,2932.15,Gasto,00001417324527410245,BAJIO,2022-04-02,311
9535317441,2617.64,Deposito,00004454192243569703,ALTERNATIVOS,2024-10-01,742
1571706509,9522.66,Abono,00006818235021945582,MONEXCB,2023-05-02,805
1093113874,8766.49,Prestamo,00007729058296136281,SANTANDER,2022-01-03,1119
1629972339,7026.08,Pago,000010247732413448092,BANCOPPEL,2023-11-06,1119
4376290925,5869.59,Abono,00005279624107202493,ARCUS,2024-01-04,256
8290399975,2215.92,Gasto Escolar,00004375093813427927,HSBC,2022-02-01,990
7811114531,6387.01,Prestamo,00005671320554404286,MERCADO PAGO W,2022-01-05,162
3778113111,5767.49,Abono,00007072346722041318,Nafin,2022-04-05,243
2819073260,4991.61,Gasto Medico,000010342230325879056,CAJA POP MEXICA,2024-11-02,756
6449081901,345.7,Abono,00008611951100363410,AFIRME,2023-01-04,674
6438716404,1875.58,Abono,000010788347247735164,Afirme,2024-02-02,1143
8421636303,9229.2,Gasto Medico,00006113145657516971,DONDE,2023-08-04,18
10573395730,4091.79,Pago,00008491230478570304,SPIN BY OXXO,2022-02-03,234
8872279097,952.93,Gasto,00005992715472284359,002,2022-05-06,297
7276227016,4190.28,Gasto,00005956290355315536,FONDEADORA,2022-01-01,563
7389018394,993.77,Gasto Medico,00009285797136564924,BANREGIO,2024-05-04,1065
8119804031,1330.78,Prestamo,00003559835175837730,INVEX,2024-09-03,311
6517304231,6018.45,Gasto Medico,00005453490750472304,Invex,2023-08-02,957
1659902779,5366.3,Gasto Escolar,00003808413505409633,002,2024-10-04,655
6737812269,4023.34,Gasto Escolar,00009527512918311426,TRANSFER,2022-04-04,777
8552295637,4765.94,Deposito,00007494235564964386,TRANSFER,2024-07-01,655
4491967679,6304.66,Donacion,00007361327297528907,INBURSA,2022-08-06,128
7163357980,6372.56,Prestamo,00002601555649136288,Invex,2024-11-03,174
5349185093,2630.96,Prestamo,00007799779148608820,AUTOFIN,2024-01-01,498
2362992026,6562.21,Deposito,00006294888510266030,AUTOFIN,2022-04-02,1016
1511521497,8118.24,Prestamo,00008208509427464891,STP,2024-08-01,995
9499808181,1344.38,Donacion,00003758198741939057,AFIRME,2023-07-02,933
5948223273,5532.94,Prestamo,00007648678493535820,BANCOPPEL,2024-02-02,1033
1858989869,9403.19,Gasto Escolar,00007156371912397463,MERCADO PAGO W,2023-02-03,983
4800743765,8063.5,Donacion,00004159277439237804,INVEX,2022-02-03,960
5461914295,7937.72,Gasto Medico,00008366861620750112,DONDE,2024-04-05,926
6580149970,9578.86,Gasto Medico,00006713756909746053,Mifel,2022-05-04,861
10251006700,9825.58,Pago,00009632988257937328,BANJERCITO,2023-07-05,1107
2850598067,4588.24,Gasto,00006825442270771087,CONSUBANCO,2024-07-02,864
10353015133,2817.19,Abono,000010506200001561308,KLAR,2024-03-02,805
9282518104,2484.13,Prestamo,00006916789527222009,CAJA POP MEXICA,2024-09-02,761
9688990980,5294.35,Gasto,00009513889939584856,Mifel,2024-01-03,311
6890454904,7311.28,Pago,00008220059209569687,ALTERNATIVOS,2025-01-06,128
9287927764,4145.43,Gasto Escolar,00001386661144178226,KLAR,2024-07-01,1033
1619739212,6789.66,Prestamo,00007494628079007368,MERCADO PAGO W,2024-09-02,863
7557964712,3639.87,Gasto Escolar,00008579239059355851,BANCOPPEL,2023-07-03,1102
2286394772,1148.85,Pago,00009715189394874400,TRANSFER,2024-03-01,957
6398994091,9238.06,Gasto Escolar,00003142762680311287,SPIN BY OXXO,2024-07-02,742
1167309308,9582.23,Deposito,00009599966828814872,BANREGIO,2022-01-01,497
3890892614,3906.5,Pago,00002805711304330182,MONEXCB,2024-10-03,547
2659250961,4392.04,Gasto Escolar,00006647857251714588,BABIEN,2023-10-02,234
6328175039,9025.69,Gasto,000010599928825426264,BANCOPPEL,2022-05-04,997
3949011937,1718.3,Gasto Escolar,00008425800847970288,ALTERNATIVOS,2022-08-02,1028
7824408644,6298.25,Prestamo,00002148207107430625,Mifel,2024-11-06,772
7277711175,6778.16,Gasto Escolar,00002922631853565500,TRANSFER,2023-03-03,468
7898511914,5346.96,Deposito,00005599435401988032,BABIEN,2024-01-02,351
2685847709,4221.57,Gasto Medico,00009650255535893944,SANTANDER,2024-07-04,1073
7220400516,9660.81,Prestamo,00005052909359919525,NAFIN,2023-02-01,524
10879108253,6314.02,Pago,00006733458661405327,ARCUS,2022-09-01,1107
3345849896,6251.83,Gasto Escolar,00001493625225959016,BABIEN,2023-09-02,829
2839104789,5090.2,Gasto,00003625899100514026,Nafin,2024-05-06,616
2613281078,9168.86,Deposito,00007692111895415207,ARCUS,2022-05-04,372
6714069489,6060.56,Abono,00005308294792218619,BANCOPPEL,2024-08-04,959
2335046068,5088.73,Gasto,00001456993072611682,INBURSA,2023-10-02,621
1199735257,9734.86,Donacion,00008410273729756991,MERCADO PAGO W,2022-04-01,908
7961423307,1729.31,Prestamo,00006241628053209071,MERCADO PAGO W,2022-06-05,381
10086978208,5356.36,Gasto,000010507394906010640,BANREGIO,2024-01-03,591
5565428952,5967.01,Donacion,00002894292574966387,BABIEN,2024-09-02,468
7195541042,8516.29,Gasto,00008073159310563637,TRANSFER,2022-08-06,926
3028899728,6631.11,Deposito,000010335778318046940,GBM,2024-11-02,621
7290124891,2647.13,Pago,00006864353840522125,SCOTIABANK,2023-06-01,995
6354267595,4067.5,Prestamo,00001548042719628274,BABIEN,2022-06-01,326
6684049988,7150.61,Prestamo,00009137298701745516,BANREGIO,2022-05-03,530
5242414585,505.36,Pago,00009028302340420396,NAFIN,2024-10-01,591
3457240581,9346.12,Gasto Escolar,00004760577088374364,STP,2022-08-05,612
2588225775,5191.24,Gasto Escolar,00001822768496927475,ALTERNATIVOS,2022-06-05,634
2643723085,5227.75,Gasto Medico,00003666459348745009,BABIEN,2024-09-02,903
8046321062,8733.15,Donacion,00005689198149391134,AFIRME,2023-04-01,950
8790510435,1332.13,Donacion,00002957769112176362,AZTECA,2023-02-01,305
10572157580,2330.64,Prestamo,00005079880147597768,NAFIN,2022-04-01,627
2566147568,6270.89,Donacion,000010516678826442688,BANREGIO,2023-06-05,1087
1224360094,879.13,Abono,00004489337533265564,FONDEADORA,2022-03-06,148
6261672525,6555.27,Pago,00006243961263988944,ALTERNATIVOS,2022-01-01,1075
6740265565,3848.82,Gasto,000010300451995074656,COMPARTAMOS,2024-06-04,805
2456740833,4530.02,Gasto Medico,00004029088733250183,SANTANDER,2022-01-06,30
9282368135,849.72,Gasto,00006220457705631223,SPIN BY OXXO,2023-03-01,1073
1269618835,6389.48,Donacion,00008140204272112072,LIBERTAD,2022-05-02,1121
3850806282,4963.26,Deposito,00005427387247980941,Afirme,2023-01-01,1126
1730416754,3578.22,Gasto Escolar,000010082097589282560,INBURSA,2023-07-06,563
6702451846,9059.41,Gasto,00009449034914766188,INBURSA,2022-05-06,634
6973664484,4885.91,Gasto,000010618587568003144,ASP INTEGRA OPC,2024-03-02,345
9511851132,1106.88,Pago,00007835894174575104,COMPARTAMOS,2024-04-06,693
8094213985,8277.62,Prestamo,00007599084844669963,LIBERTAD,2022-04-01,960
8615671464,4990.95,Gasto Medico,00001439426616926330,MIFEL,2022-05-03,957
3060637132,4835.3,Deposito,00005967919395291802,NU MEXICO,2023-08-04,1049
3194903969,6280.37,Deposito,00006407539932155339,LIBERTAD,2023-11-06,1121
2389669166,9281.33,Gasto Escolar,00006019747189940265,002,2023-01-03,775
3699017323,5934.75,Prestamo,00007470927336289470,BABIEN,2024-10-01,1033
4162949649,1967.7,Gasto,00001425305595437673,COMPARTAMOS,2023-08-01,1049
1820923089,3882.47,Gasto Escolar,00008006478330043396,CONSUBANCO,2022-06-01,1033
10508662735,2751.85,Gasto Escolar,00009915521265196120,BANCOPPEL,2022-06-01,912
3664731262,4726.27,Pago,00001192744949972774,Santander,2022-08-01,1011
5821357419,7386.19,Donacion,00001957364019016780,Bancoppel,2024-05-04,440
8644140540,8138.02,Prestamo,00004287954246145659,ABC CAPITAL,2022-02-05,206
2496472958,7843.44,Deposito,00008266301825156021,ACTINVER,2025-01-03,524
4620004659,7045.26,Abono,00004442534681582059,STP,2024-10-01,950
4227949426,6275,Abono,00005411501393574520,SCOTIABANK,2022-08-02,1025
4543115342,7971.33,Pago,00006873604383876254,ALTERNATIVOS,2024-01-05,616
5160784034,8149.03,Gasto,00002084453912165004,Nafin,2023-03-01,381
1043431538,2375.37,Gasto Medico,000010626187177194992,CAJA POP MEXICA,2022-03-02,1032
3374844195,2094.22,Abono,00008474589820900928,BANCOPPEL,2023-06-01,1155
1139459301,6125.51,Deposito,00008070134671201058,TRANSFER,2022-11-03,1073
4538659006,1988.38,Abono,00004829346331648162,LIBERTAD,2024-03-02,234
7928250789,3402.14,Gasto,00003110460708189865,Santander,2024-10-03,322
7600479345,3171.22,Prestamo,00005475724574228874,SCOTIABANK,2025-01-04,616
10939812986,2269.48,Prestamo,00001800130815757274,BBASE,2024-10-05,246
9085170598,8756.44,Donacion,00003101417446555749,MERCADO PAGO W,2023-04-02,234
7098602619,6040.09,Prestamo,00003979095961129130,ASP INTEGRA OPC,2022-01-03,489
8904854291,7532.05,Gasto,00007494193498522869,Invex,2024-09-02,311
5078673891,6463.12,Donacion,00008945056450509767,Afirme,2023-04-06,788
10949870518,6087.97,Gasto,000010578410689096960,NU MEXICO,2023-02-06,162
5768758184,6451.65,Prestamo,000010686203218913824,TRANSFER,2024-05-06,372
7399595459,9132.08,Gasto,00002029193779290722,KLAR,2023-09-01,72
6864558621,7903.38,Gasto Medico,00002171588495860309,BANAMEX,2024-07-04,1033
1777523304,1125.43,Abono,00007030385042740065,COMPARTAMOS,2024-07-05,978
2496917832,8384.03,Gasto Escolar,000010397907604907904,BABIEN,2022-01-04,352
3623417807,9765.44,Gasto Escolar,00002169774846775733,BANREGIO,2024-11-02,274
4805221039,5274.2,Gasto Escolar,00004757326716368918,CONSUBANCO,2024-03-05,308
10350196147,4827.81,Donacion,00005548455485670075,GBM,2024-02-03,1119
3729309104,2331.19,Donacion,00009931369697108748,FONDEADORA,2023-01-01,957
2573927336,7725.62,Pago,00006606829478652560,Invex,2022-08-04,628
5219073374,1403.19,Gasto,00002309200858711292,INVEX,2024-01-05,261
7380215766,7722.52,Deposito,00009842528333485104,BBASE,2023-01-04,229
10688199024,4443.28,Deposito,00005703938077334003,AFIRME,2022-10-05,794
10597770135,9069.61,Abono,00008062165758242336,SCOTIABANK,2023-11-01,1130
1857615445,2137.68,Gasto,000010593649938328600,DONDE,2023-01-06,760
3382551299,502.41,Abono,000010106211431957728,MONEXCB,2022-06-05,621
9882838700,5031.24,Gasto,00002532193491575078,ALTERNATIVOS,2022-06-05,969
1959740300,4432.21,Deposito,00003271174526153048,ASP INTEGRA OPC,2024-03-03,1087
6668076152,436.43,Abono,00004094783568259973,NAFIN,2022-09-03,668
8108254293,6945.87,Donacion,00001351979378924358,STP,2022-04-02,472
7554510695,3211.19,Gasto Escolar,00009463629321433336,NAFIN,2024-02-05,359
8719845320,2871.01,Gasto,00005240745192461848,BBVA MEXICO,2023-08-06,733
7124876234,6406.57,Abono,000010775493475670268,Nafin,2023-02-05,439
1917441564,4918.21,Gasto Escolar,00002452608177716743,NU MEXICO,2022-05-04,389
4229855946,606.14,Gasto Medico,00003905573298825390,AUTOFIN,2025-01-06,128
7498520275,1678.01,Donacion,00008199580620110378,ABC CAPITAL,2022-01-06,1011
6569534297,5961.64,Pago,00003166671851162927,Invex,2024-04-06,233
6341620047,7119.12,Abono,00007201615283193212,BAJIO,2022-03-01,542
7791968368,5269.69,Prestamo,00008924888263949066,NU MEXICO,2022-07-02,290
7962402352,9090.21,Pago,00007702791310427425,BANREGIO,2022-02-04,372
7073721006,9060.89,Pago,00006968017755771582,NU MEXICO,2022-10-06,788
4026999993,2744,Pago,00005016520078368908,INBURSA,2023-05-04,269
9333533045,191.57,Deposito,00003367110114691418,SCOTIABANK,2023-07-01,474
6568932094,6610.88,Gasto,00006301968833158992,BAJIO,2023-02-03,1155
6599806327,9945.97,Abono,00006576162040583217,CONSUBANCO,2023-11-04,290
4500626091,4231.4,Donacion,00006229193786168576,SPIN BY OXXO,2024-06-05,767
5985228007,7568.92,Pago,000010424908376023616,STP,2024-01-04,899
8381654831,64.2,Prestamo,000010474106432923960,HSBC,2024-02-01,487
7617102563,9201.51,Prestamo,00009794571503048740,BABIEN,2024-02-02,1029
1118742954,2312.43,Donacion,00003847199433227294,STP,2022-02-03,893
1028555829,1567.79,Pago,00001411527588300509,BBASE,2022-04-01,610
5328534878,8059.68,Gasto Medico,00004286840908162714,LIBERTAD,2023-01-01,300
6280295680,4777.28,Gasto Medico,00001420419268195453,SPIN BY OXXO,2024-07-01,885
8429171700,3314.4,Abono,00008158583110394164,BAJIO,2023-01-06,903
5349564230,2811.71,Gasto,00009187864063739380,BANCOPPEL,2022-07-03,619
5070151670,3000.26,Gasto,00008689295883079954,ABC CAPITAL,2022-01-04,234
3460607629,9259.98,Gasto Medico,000010097990865640208,BANCOPPEL,2024-02-02,772
8461444627,9464.04,Pago,00009293143754582976,COMPARTAMOS,2022-07-03,401
2238398768,8755.4,Prestamo,00006183236355894734,AFIRME,2024-08-03,542
3757799047,7092.33,Abono,00006831791851137152,FONDEADORA,2022-10-03,1096
5251055704,2910.45,Gasto Medico,00004031156768752819,Nafin,2022-01-02,389
4008183613,9005.74,Pago,00006131222445130763,FONDEADORA,2023-01-05,760
8340649510,1797.42,Gasto Medico,00009190422686299302,MERCADO PAGO W,2022-05-06,864
10461613193,5832.82,Gasto,00001784647847130328,NU MEXICO,2023-01-06,1033
4990176649,8352.15,Prestamo,00007161901607568181,INVEX,2024-02-06,760
2575396937,8737.97,Gasto,00003709424821848556,SCOTIABANK,2022-02-01,381
8270033165,2992.15,Pago,00003179676463161606,SCOTIABANK,2022-06-04,983
6800416040,8493.73,Gasto Medico,000010212939732717836,AZTECA,2022-01-01,472
4553839276,145.9,Gasto,00004245523266941290,SANTANDER,2024-05-01,246
2725602024,3953.84,Deposito,00008431145718648138,Afirme,2023-10-01,971
9666745468,6197.45,Abono,00001534438205797096,NU MEXICO,2023-04-03,717
6495023007,9021.15,Prestamo,00008242330969674147,NAFIN,2024-09-01,516
9447368030,5977.36,Deposito,00002793982511396088,AFIRME,2023-08-01,663
7064624948,20.34,Pago,00006584830313566058,FONDEADORA,2023-09-06,513
10562869301,8316.69,Gasto Medico,00004035429837703183,Afirme,2022-10-04,1089
5649477081,6857.9,Prestamo,000010808558671588684,Afirme,2022-06-06,1033
10438754699,5162.56,Gasto Medico,00005455612802152924,ASP INTEGRA OPC,2022-11-01,884
5293362493,3457.18,Deposito,00002259669898258291,BBASE,2023-06-05,826
2158356873,8249.87,Pago,00004427044850113756,COMPARTAMOS,2022-06-01,788
10078826869,9275.1,Deposito,00005011117535945816,AZTECA,2022-09-01,819
2538796093,4071.73,Donacion,00002388320457087879,Mifel,2025-01-02,233
7341975934,8674.82,Gasto Medico,000010829097293135752,CONSUBANCO,2023-07-02,740
9697145427,754.43,Pago,00009955016934877818,SCOTIABANK,2023-05-06,311
10636954722,9876.09,Gasto Escolar,000010325530296033568,SCOTIABANK,2023-10-06,1032
2837708811,8056.82,Gasto Escolar,00002598747090745840,AFIRME,2022-05-02,372
